Game_ID,Team,Season,Date,Game,Pts_For_Avg,Pts_Agst_Avg,Rebs_Tot_Avg,Rebs_Off_Avg,Rebs_Def_Avg,Blks_Avg,STL_Avg,FGA_Avg,FGM_Avg,FG_PCT_Avg,FTA_Avg,FTM_Avg,FT_PCT_Avg,FG3M_Avg,FG3_PCT_Avg,PF_Avg
0020700624,New Jersey,2007,2008-01-24,42,93.4,99.5,41.4,11.6,29.8,4.8,6.7,77.3,33.6,43.6%,28.7,20.6,71.5%,5.5,32.6%,23.0
0020700634,New Jersey,2007,2008-01-25,43,94.0,100.0,41.9,11.9,30.0,4.7,6.7,77.8,33.8,43.6%,29.0,20.8,71.5%,5.6,32.8%,23.0
0020700648,New Jersey,2007,2008-01-27,44,93.8,100.0,42.1,11.9,30.2,4.7,6.7,78.0,33.8,43.4%,28.8,20.6,71.1%,5.7,33.3%,23.0
0020700658,New Jersey,2007,2008-01-29,45,93.8,100.0,42.2,12.0,30.3,4.7,6.6,77.9,33.7,43.4%,29.0,20.7,71.0%,5.7,33.3%,23.0
0020700683,New Jersey,2007,2008-02-01,46,93.6,99.6,42.4,12.0,30.4,4.7,6.5,77.8,33.6,43.4%,29.0,20.7,71.0%,5.6,33.2%,22.9
0020700688,New Jersey,2007,2008-02-02,47,93.7,99.2,42.4,11.9,30.5,4.7,6.5,77.8,33.7,43.4%,28.9,20.7,71.1%,5.6,33.1%,22.8
0020700710,New Jersey,2007,2008-02-05,48,93.6,99.3,42.1,11.8,30.3,4.6,6.4,77.6,33.7,43.6%,28.7,20.6,71.4%,5.6,33.0%,22.8
0020700714,New Jersey,2007,2008-02-06,49,93.5,99.5,42.2,11.8,30.4,4.6,6.4,77.8,33.8,43.5%,28.5,20.4,71.4%,5.6,33.0%,22.9
0020700727,New Jersey,2007,2008-02-08,50,93.3,99.5,42.2,11.8,30.4,4.5,6.3,77.8,33.7,43.5%,28.3,20.3,71.6%,5.6,33.0%,22.9
0020700746,New Jersey,2007,2008-02-10,51,93.6,99.3,42.3,11.7,30.6,4.6,6.3,77.9,33.9,43.6%,28.1,20.2,71.7%,5.7,33.5%,22.8
0020700760,New Jersey,2007,2008-02-12,52,93.7,98.9,42.4,11.7,30.7,4.6,6.3,77.8,33.9,43.7%,28.2,20.3,71.9%,5.6,33.3%,22.7
0020700764,New Jersey,2007,2008-02-13,53,93.7,98.7,42.7,11.8,30.9,4.7,6.3,77.9,33.9,43.6%,28.1,20.3,72.2%,5.6,33.0%,22.7
0020700793,New Jersey,2007,2008-02-20,54,93.6,98.9,42.4,11.6,30.8,4.7,6.4,77.8,33.9,43.7%,27.8,20.2,72.6%,5.6,33.1%,22.6
0020700805,New Jersey,2007,2008-02-22,55,93.9,99.0,42.5,11.7,30.9,4.7,6.4,77.9,34.0,43.7%,28.0,20.3,72.7%,5.7,33.5%,22.6
0020700817,New Jersey,2007,2008-02-23,56,94.1,99.2,42.5,11.6,30.8,4.7,6.4,77.9,34.1,43.8%,28.0,20.2,72.5%,5.7,33.7%,22.7
0020700837,New Jersey,2007,2008-02-26,57,94.2,99.1,42.7,11.6,31.1,4.7,6.4,77.9,34.1,43.9%,28.0,20.3,72.7%,5.8,33.9%,22.7
0020700855,New Jersey,2007,2008-02-28,58,94.2,99.1,42.7,11.5,31.2,4.7,6.4,77.9,34.1,43.8%,27.8,20.2,72.6%,5.9,34.2%,22.9
0020700878,New Jersey,2007,2008-03-02,59,94.6,99.3,42.6,11.6,31.0,4.7,6.4,78.1,34.3,44.0%,27.8,20.2,72.5%,5.9,34.4%,22.9
0020700894,New Jersey,2007,2008-03-04,60,94.4,99.2,42.6,11.6,31.0,4.7,6.4,78.1,34.1,43.8%,27.8,20.2,72.6%,6.0,34.6%,22.9
0020700903,New Jersey,2007,2008-03-05,61,94.0,98.9,42.6,11.5,31.1,4.7,6.5,78.1,34.0,43.7%,27.6,20.0,72.4%,6.0,34.4%,23.0
0020700918,New Jersey,2007,2008-03-07,62,94.0,98.9,42.5,11.4,31.1,4.7,6.5,78.1,34.1,43.7%,27.5,20.0,72.6%,5.9,34.1%,23.0
0020700931,New Jersey,2007,2008-03-08,63,94.0,99.0,42.4,11.4,31.0,4.7,6.5,78.3,34.2,43.8%,27.1,19.7,72.8%,5.9,33.9%,23.0
0020700943,New Jersey,2007,2008-03-10,64,94.0,99.2,42.4,11.4,31.0,4.7,6.5,78.3,34.2,43.7%,27.3,19.8,72.8%,5.8,33.8%,23.1
0020700955,New Jersey,2007,2008-03-12,65,93.7,99.1,42.4,11.5,30.9,4.7,6.5,78.3,34.0,43.5%,27.4,19.9,72.7%,5.8,33.3%,23.0
0020700979,New Jersey,2007,2008-03-15,66,93.8,99.1,42.3,11.4,30.9,4.7,6.6,78.3,34.1,43.6%,27.4,19.9,72.8%,5.8,33.5%,23.1
0020701001,New Jersey,2007,2008-03-18,67,94.2,99.3,42.4,11.5,30.9,4.7,6.5,78.3,34.2,43.8%,27.7,20.1,72.8%,5.7,33.4%,23.0
0020701010,New Jersey,2007,2008-03-19,68,94.2,99.5,42.3,11.5,30.9,4.7,6.5,78.3,34.2,43.8%,27.6,20.1,72.9%,5.7,33.5%,22.9
0020701021,New Jersey,2007,2008-03-21,69,94.7,99.8,42.2,11.5,30.8,4.7,6.5,78.3,34.4,44.0%,27.6,20.1,73.1%,5.8,33.9%,23.0
0020701029,New Jersey,2007,2008-03-22,70,94.9,100.1,42.3,11.4,30.8,4.7,6.4,78.4,34.5,44.1%,27.6,20.2,73.2%,5.8,33.8%,23.0
0020701045,New Jersey,2007,2008-03-24,71,94.8,100.0,42.3,11.5,30.8,4.7,6.5,78.4,34.4,44.0%,27.6,20.2,73.3%,5.8,33.7%,23.0
0020701064,New Jersey,2007,2008-03-26,72,95.0,99.9,42.3,11.4,30.9,4.7,6.4,78.3,34.5,44.1%,27.6,20.2,73.3%,5.8,34.0%,22.8
0020701075,New Jersey,2007,2008-03-28,73,95.4,100.1,42.3,11.4,31.0,4.7,6.4,78.3,34.6,44.3%,27.8,20.3,73.3%,5.9,34.2%,22.8
0020701084,New Jersey,2007,2008-03-29,74,95.7,100.4,42.5,11.4,31.1,4.8,6.3,78.5,34.7,44.3%,27.8,20.3,73.4%,6.0,34.2%,22.8
0020701106,New Jersey,2007,2008-04-01,75,95.8,100.5,42.4,11.4,31.0,4.7,6.4,78.7,34.7,44.2%,27.8,20.3,73.3%,6.0,34.3%,22.9
0020701129,New Jersey,2007,2008-04-04,76,95.8,100.6,42.4,11.4,30.9,4.8,6.3,78.7,34.8,44.3%,27.6,20.2,73.4%,6.0,34.3%,22.8
0020701140,New Jersey,2007,2008-04-05,77,95.7,100.7,42.2,11.4,30.8,4.8,6.3,78.7,34.8,44.3%,27.6,20.1,73.3%,5.9,34.0%,22.7
0020701168,New Jersey,2007,2008-04-09,78,95.7,100.6,42.2,11.4,30.8,4.8,6.3,78.7,34.9,44.4%,27.4,20.1,73.6%,6.0,34.0%,22.7
0020701176,New Jersey,2007,2008-04-11,79,95.6,100.6,42.2,11.4,30.8,4.8,6.3,78.7,34.7,44.2%,27.4,20.1,73.8%,6.0,34.1%,22.7
0020701192,New Jersey,2007,2008-04-12,80,95.4,100.8,42.1,11.4,30.8,4.8,6.3,78.7,34.7,44.2%,27.3,20.0,73.7%,6.0,33.9%,22.8
0020701212,New Jersey,2007,2008-04-15,81,95.6,100.7,42.0,11.3,30.7,4.8,6.3,78.7,34.9,44.3%,27.1,19.9,74.0%,6.0,34.0%,22.8
0020701221,New Jersey,2007,2008-04-16,82,95.8,100.8,41.9,11.2,30.7,4.8,6.3,78.8,34.9,44.4%,27.2,20.0,74.1%,6.0,34.1%,22.7
0020800006,New Jersey,2008,2008-10-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0020800031,New Jersey,2008,2008-11-01,2,95.0,85.0,37.0,5.0,32.0,9.0,7.0,78.0,37.0,47.4%,18.0,15.0,83.3%,6.0,31.6%,23.0
0020800048,New Jersey,2008,2008-11-04,3,96.0,95.0,41.0,10.5,30.5,8.0,7.0,80.5,36.0,44.8%,23.0,18.0,79.2%,6.0,30.8%,31.0
0020800071,New Jersey,2008,2008-11-07,4,92.7,101.3,39.0,11.0,28.0,6.7,8.0,81.3,33.3,41.1%,24.0,19.7,82.3%,6.3,31.1%,26.7
0020800079,New Jersey,2008,2008-11-08,5,95.3,100.0,41.8,11.8,30.0,5.8,7.3,81.5,33.8,41.5%,27.0,22.3,82.5%,5.5,29.1%,28.0
0020800096,New Jersey,2008,2008-11-10,6,92.2,99.6,40.8,11.4,29.4,5.2,6.4,80.2,32.8,40.9%,26.8,21.0,78.3%,5.6,30.0%,26.8
0020800109,New Jersey,2008,2008-11-12,7,92.5,99.5,40.5,11.3,29.2,5.3,6.3,78.7,32.8,41.9%,25.7,20.0,77.8%,6.8,33.6%,26.5
0020800123,New Jersey,2008,2008-11-14,8,91.7,99.3,40.7,11.6,29.1,5.0,6.0,78.9,33.0,42.0%,24.1,18.7,77.1%,7.0,34.0%,25.6
0020800133,New Jersey,2008,2008-11-15,9,94.6,100.4,41.3,11.9,29.4,5.0,6.3,79.0,33.6,42.7%,26.0,20.4,77.8%,7.0,36.5%,24.9
0020800154,New Jersey,2008,2008-11-18,10,97.3,101.1,40.4,11.4,29.0,5.1,6.7,77.9,34.1,44.0%,27.1,21.6,78.7%,7.6,39.9%,25.0
0020800173,New Jersey,2008,2008-11-21,11,95.8,101.6,40.3,11.5,28.8,4.9,6.5,78.0,33.6,43.3%,27.4,21.6,78.1%,7.0,37.3%,25.6
0020800188,New Jersey,2008,2008-11-22,12,98.8,103.9,40.7,11.5,29.2,4.8,6.6,80.3,35.4,44.0%,26.8,21.1,78.0%,7.0,36.5%,26.2
0020800209,New Jersey,2008,2008-11-25,13,99.9,103.2,41.1,11.6,29.5,4.6,6.7,79.8,35.6,44.6%,27.8,21.4,76.8%,7.3,38.2%,25.6
0020800221,New Jersey,2008,2008-11-26,14,99.4,104.5,41.4,11.8,29.6,4.8,6.5,80.4,35.2,43.8%,28.2,21.9,77.4%,7.2,36.9%,25.7
0020800244,New Jersey,2008,2008-11-29,15,100.6,105.1,41.3,11.6,29.6,5.0,6.4,81.3,35.6,43.9%,28.4,22.0,77.2%,7.3,37.3%,26.1
0020800250,New Jersey,2008,2008-11-30,16,100.9,104.0,41.4,11.7,29.7,5.0,6.4,81.0,35.9,44.5%,28.4,21.7,76.3%,7.3,37.4%,26.1
0020800256,New Jersey,2008,2008-12-02,17,101.9,104.3,40.6,11.4,29.3,5.0,6.6,80.9,36.2,44.8%,28.6,22.2,77.2%,7.3,37.4%,25.8
0020800280,New Jersey,2008,2008-12-05,18,101.1,104.5,40.6,11.3,29.4,4.9,6.3,80.7,35.9,44.5%,28.4,22.0,77.2%,7.3,37.2%,25.3
0020800289,New Jersey,2008,2008-12-06,19,101.7,103.4,40.6,11.1,29.4,4.7,6.2,80.3,36.1,45.0%,28.3,21.9,77.4%,7.7,37.9%,25.3
0020800315,New Jersey,2008,2008-12-10,20,101.4,102.4,40.5,10.9,29.6,4.7,6.5,79.9,36.1,45.2%,27.6,21.4,77.2%,7.8,38.2%,25.2
0020800328,New Jersey,2008,2008-12-12,21,101.8,103.3,40.2,10.8,29.5,4.9,6.5,80.1,36.5,45.6%,27.1,20.9,76.3%,8.0,38.3%,25.2
0020800340,New Jersey,2008,2008-12-13,22,100.7,103.2,40.7,11.2,29.5,4.9,6.3,80.2,36.0,45.0%,27.0,20.9,76.5%,7.9,37.7%,25.1
0020800352,New Jersey,2008,2008-12-15,23,100.8,103.6,40.8,11.3,29.5,4.9,6.3,80.8,36.0,44.7%,27.1,21.1,77.3%,7.8,37.2%,24.7
0020800371,New Jersey,2008,2008-12-17,24,100.5,102.9,41.3,11.6,29.8,5.0,6.3,80.9,35.8,44.4%,27.1,21.1,77.3%,7.8,37.2%,24.6
0020800381,New Jersey,2008,2008-12-19,25,100.2,102.9,41.1,11.5,29.6,5.0,6.3,81.1,35.8,44.3%,26.9,21.0,77.5%,7.7,36.4%,24.6
0020800393,New Jersey,2008,2008-12-20,26,101.0,102.7,41.4,11.6,29.8,4.8,6.4,81.5,36.1,44.4%,26.6,20.9,78.2%,7.9,37.1%,24.4
0020800404,New Jersey,2008,2008-12-22,27,101.1,102.8,41.3,11.7,29.7,5.0,6.5,81.2,36.0,44.5%,26.8,21.2,78.7%,7.8,36.7%,24.2
0020800412,New Jersey,2008,2008-12-23,28,100.7,103.2,41.3,11.8,29.4,5.0,6.5,81.4,36.0,44.4%,26.6,21.0,78.5%,7.6,36.5%,24.2
0020800427,New Jersey,2008,2008-12-26,29,101.0,103.4,41.2,11.7,29.5,5.0,6.6,81.2,36.0,44.5%,26.9,21.3,78.7%,7.6,36.8%,23.8
0020800437,New Jersey,2008,2008-12-27,30,100.5,103.1,41.0,11.6,29.4,4.9,6.7,81.1,35.9,44.4%,26.7,21.0,78.3%,7.7,37.3%,23.8
0020800452,New Jersey,2008,2008-12-29,31,100.9,103.1,40.9,11.5,29.4,4.9,6.8,81.0,36.0,44.5%,26.9,21.2,78.5%,7.8,37.5%,23.8
0020800468,New Jersey,2008,2008-12-31,32,100.5,103.0,40.9,11.4,29.5,4.8,6.7,81.0,35.8,44.4%,26.8,21.2,78.4%,7.6,36.8%,23.6
0020800477,New Jersey,2008,2009-01-02,33,99.7,102.3,40.7,11.3,29.4,4.8,6.8,80.8,35.6,44.2%,26.7,21.0,78.4%,7.5,36.2%,23.5
0020800491,New Jersey,2008,2009-01-03,34,99.5,102.0,41.1,11.5,29.6,4.8,6.8,81.2,35.6,44.0%,26.2,20.7,78.3%,7.7,36.5%,23.3
0020800502,New Jersey,2008,2009-01-05,35,99.4,102.0,41.2,11.5,29.7,4.7,6.7,81.4,35.6,43.9%,26.1,20.6,78.4%,7.6,36.5%,23.5
0020800518,New Jersey,2008,2009-01-07,36,99.3,101.6,41.6,11.6,30.0,4.7,6.6,81.1,35.5,43.9%,26.4,20.6,77.8%,7.7,36.9%,23.4
0020800535,New Jersey,2008,2009-01-09,37,99.4,101.3,41.4,11.4,30.1,4.8,6.8,80.8,35.6,44.2%,26.3,20.6,78.2%,7.6,36.7%,23.4
0020800555,New Jersey,2008,2009-01-12,38,99.4,101.4,41.3,11.3,30.0,4.8,6.6,80.5,35.6,44.5%,26.0,20.3,77.8%,7.9,37.2%,23.3
0020800569,New Jersey,2008,2009-01-14,39,99.5,101.3,41.5,11.5,30.0,4.7,6.8,81.0,35.7,44.3%,25.9,20.3,78.1%,7.8,36.8%,23.3
0020800577,New Jersey,2008,2009-01-15,40,99.2,101.7,41.2,11.5,29.8,4.8,6.8,80.6,35.5,44.2%,26.2,20.5,78.1%,7.7,37.1%,23.2
0020800590,New Jersey,2008,2009-01-17,41,99.2,101.8,41.1,11.3,29.7,4.8,6.8,80.5,35.6,44.4%,25.9,20.3,77.9%,7.8,37.2%,23.3
0020800622,New Jersey,2008,2009-01-21,42,98.8,101.9,40.9,11.3,29.6,4.7,6.8,80.3,35.4,44.3%,26.0,20.3,77.7%,7.7,37.1%,23.2
0020800637,New Jersey,2008,2009-01-23,43,98.7,101.9,40.8,11.2,29.6,4.7,6.8,80.3,35.5,44.3%,25.8,20.0,77.0%,7.8,37.4%,23.2
0020800642,New Jersey,2008,2009-01-24,44,98.5,101.7,40.7,11.2,29.5,4.6,6.8,80.3,35.4,44.3%,25.6,19.9,77.4%,7.7,37.4%,23.1
0020800660,New Jersey,2008,2009-01-26,45,98.5,101.4,40.8,11.1,29.6,4.6,6.8,80.3,35.5,44.3%,25.4,19.8,77.4%,7.8,37.3%,23.1
0020800670,New Jersey,2008,2009-01-28,46,98.2,101.2,40.8,11.2,29.6,4.6,7.0,80.4,35.4,44.2%,25.3,19.6,77.3%,7.7,37.0%,23.1
0020800685,New Jersey,2008,2009-01-30,47,98.4,101.3,40.7,11.1,29.6,4.5,7.0,80.4,35.5,44.3%,25.2,19.6,77.3%,7.8,37.2%,23.0
0020800693,New Jersey,2008,2009-01-31,48,98.1,101.4,40.6,11.1,29.5,4.4,7.0,80.3,35.4,44.2%,25.3,19.6,77.1%,7.8,37.2%,23.1
0020800717,New Jersey,2008,2009-02-03,49,97.9,101.0,40.7,11.2,29.5,4.5,7.0,80.3,35.3,44.1%,25.2,19.5,76.9%,7.8,37.1%,23.2
0020800722,New Jersey,2008,2009-02-04,50,97.9,100.7,40.8,11.2,29.5,4.5,6.9,80.2,35.3,44.2%,25.2,19.5,77.2%,7.8,37.4%,23.2
0020800745,New Jersey,2008,2009-02-07,51,98.2,100.5,40.7,11.1,29.6,4.5,6.9,80.1,35.5,44.5%,24.9,19.4,77.3%,7.9,37.7%,23.1
0020800753,New Jersey,2008,2009-02-08,52,98.5,99.9,41.0,11.2,29.7,4.6,7.0,80.1,35.5,44.6%,25.3,19.6,77.3%,7.9,37.7%,23.0
0020800767,New Jersey,2008,2009-02-10,53,98.3,99.9,40.9,11.3,29.7,4.6,7.0,80.2,35.5,44.5%,25.1,19.4,77.1%,7.8,37.7%,23.1
0020800794,New Jersey,2008,2009-02-17,54,98.2,100.0,40.8,11.2,29.6,4.5,6.9,80.2,35.6,44.5%,24.8,19.2,77.1%,7.8,37.5%,22.9
0020800804,New Jersey,2008,2009-02-18,55,98.0,100.3,40.6,11.0,29.6,4.6,6.9,80.2,35.5,44.5%,24.7,19.1,77.2%,7.8,37.9%,22.8
0020800815,New Jersey,2008,2009-02-20,56,98.0,100.5,40.5,11.0,29.5,4.5,6.9,80.2,35.6,44.5%,24.6,19.1,77.4%,7.7,37.6%,22.7
0020800836,New Jersey,2008,2009-02-23,57,97.9,100.6,40.5,11.1,29.4,4.6,6.9,80.4,35.5,44.4%,24.7,19.2,77.3%,7.7,37.4%,22.8
0020800852,New Jersey,2008,2009-02-25,58,97.9,100.6,40.4,11.1,29.3,4.6,6.9,80.2,35.5,44.4%,24.7,19.2,77.3%,7.8,37.5%,22.9
0020800886,New Jersey,2008,2009-03-01,59,98.2,100.5,40.5,11.1,29.4,4.6,6.9,80.3,35.6,44.5%,24.7,19.3,77.7%,7.8,37.5%,22.8
0020800900,New Jersey,2008,2009-03-03,60,98.1,100.5,40.5,11.0,29.5,4.6,6.9,80.3,35.6,44.5%,24.6,19.2,77.9%,7.8,37.3%,22.8
0020800907,New Jersey,2008,2009-03-04,61,98.2,100.4,40.5,11.0,29.6,4.7,7.0,80.3,35.6,44.5%,24.6,19.3,78.2%,7.8,37.3%,22.8
0020800918,New Jersey,2008,2009-03-06,62,98.4,100.7,40.3,10.9,29.4,4.6,7.0,80.2,35.6,44.5%,24.6,19.3,78.4%,7.9,37.4%,22.9
0020800939,New Jersey,2008,2009-03-08,63,98.4,100.7,40.2,10.8,29.4,4.6,7.0,80.2,35.6,44.6%,24.5,19.3,78.4%,7.9,37.4%,22.9
0020800965,New Jersey,2008,2009-03-11,64,98.5,100.7,40.0,10.7,29.4,4.7,7.1,80.2,35.7,44.7%,24.5,19.3,78.3%,7.9,37.4%,22.7
0020800976,New Jersey,2008,2009-03-13,65,98.8,101.0,40.0,10.7,29.4,4.6,7.1,80.2,35.8,44.7%,24.7,19.3,78.1%,7.9,37.4%,22.9
0020800995,New Jersey,2008,2009-03-15,66,98.8,101.1,39.9,10.6,29.3,4.6,7.1,80.2,35.8,44.8%,24.7,19.3,78.2%,7.9,37.7%,23.0
0020801000,New Jersey,2008,2009-03-16,67,98.9,101.2,39.8,10.5,29.3,4.6,7.1,80.1,35.8,44.9%,24.7,19.3,78.2%,7.9,37.8%,23.0
0020801012,New Jersey,2008,2009-03-18,68,98.8,101.5,39.7,10.5,29.3,4.7,7.0,80.1,35.8,44.9%,24.5,19.2,78.2%,8.0,37.8%,22.9
0020801025,New Jersey,2008,2009-03-20,69,99.1,101.3,39.7,10.4,29.3,4.7,7.0,80.1,36.0,45.1%,24.3,19.0,78.4%,8.0,37.7%,22.8
0020801045,New Jersey,2008,2009-03-22,70,99.0,101.1,39.8,10.4,29.4,4.8,7.0,80.0,36.0,45.1%,24.3,19.1,78.4%,8.0,38.0%,22.8
0020801060,New Jersey,2008,2009-03-25,71,98.9,101.0,39.8,10.3,29.4,4.7,7.0,80.0,35.9,45.0%,24.4,19.1,78.4%,7.9,37.7%,22.7
0020801078,New Jersey,2008,2009-03-27,72,98.7,101.0,39.7,10.3,29.3,4.7,7.0,80.0,35.9,45.0%,24.3,19.0,78.2%,7.9,37.8%,22.7
0020801093,New Jersey,2008,2009-03-29,73,98.6,101.0,39.8,10.4,29.4,4.7,7.0,80.0,35.9,45.0%,24.2,18.8,77.7%,8.0,37.8%,22.7
0020801101,New Jersey,2008,2009-03-30,74,98.6,101.1,39.8,10.4,29.4,4.7,7.0,80.0,35.9,45.0%,24.3,18.9,77.7%,7.9,37.7%,22.6
0020801115,New Jersey,2008,2009-04-01,75,98.4,101.2,39.8,10.3,29.5,4.7,7.0,79.9,35.8,44.9%,24.4,18.9,77.6%,7.9,37.4%,22.6
0020801136,New Jersey,2008,2009-04-04,76,98.5,101.1,39.7,10.3,29.4,4.7,7.0,79.8,35.8,45.0%,24.4,19.0,77.7%,7.9,37.3%,22.5
0020801150,New Jersey,2008,2009-04-05,77,98.5,101.2,39.8,10.3,29.5,4.7,7.0,79.8,35.8,45.0%,24.5,19.0,77.7%,7.9,37.1%,22.6
0020801165,New Jersey,2008,2009-04-08,78,98.4,100.7,39.9,10.4,29.5,4.7,7.0,79.8,35.8,45.0%,24.4,19.0,77.8%,7.9,37.2%,22.6
0020801180,New Jersey,2008,2009-04-10,79,98.5,100.8,39.9,10.3,29.5,4.7,6.9,79.9,35.8,45.0%,24.3,18.9,77.8%,7.9,37.2%,22.5
0020801190,New Jersey,2008,2009-04-11,80,98.4,100.8,39.7,10.3,29.5,4.7,6.9,79.8,35.8,45.0%,24.3,18.8,77.6%,7.9,37.3%,22.5
0020801205,New Jersey,2008,2009-04-13,81,98.5,100.7,39.7,10.2,29.5,4.7,6.8,79.7,35.9,45.1%,24.2,18.8,77.7%,8.0,37.5%,22.5
0020801225,New Jersey,2008,2009-04-15,82,98.4,100.5,39.7,10.2,29.5,4.8,6.8,79.7,35.8,45.1%,24.2,18.8,77.7%,8.0,37.5%,22.5
0020900011,New Jersey,2009,2009-10-28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0020900027,New Jersey,2009,2009-10-30,2,93.0,95.0,52.0,14.0,38.0,10.0,4.0,81.0,34.0,42.0%,29.0,25.0,86.2%,0.0,0.0%,24.0
0020900032,New Jersey,2009,2009-10-31,3,89.0,95.0,45.5,10.5,35.0,7.5,6.0,81.0,32.5,40.2%,27.0,21.5,79.1%,2.5,16.7%,22.0
0020900046,New Jersey,2009,2009-11-02,4,94.0,104.3,41.0,11.0,30.0,5.7,5.7,80.7,34.0,42.2%,28.7,22.7,78.8%,3.3,29.6%,21.0
0020900063,New Jersey,2009,2009-11-04,5,87.5,98.0,39.0,10.3,28.8,6.8,6.3,77.3,31.8,41.0%,26.0,20.8,79.9%,3.3,29.7%,22.0
0020900075,New Jersey,2009,2009-11-06,6,88.8,102.8,40.8,11.6,29.2,5.8,6.4,80.2,32.4,40.4%,26.4,21.0,79.6%,3.0,26.4%,21.6
0020900086,New Jersey,2009,2009-11-07,7,89.7,101.8,40.8,11.7,29.2,5.5,6.3,80.7,33.5,41.5%,25.2,19.5,76.9%,3.2,26.8%,22.0
0020900113,New Jersey,2009,2009-11-11,8,87.7,99.6,40.7,11.3,29.4,5.3,6.3,79.4,33.1,41.7%,23.6,18.0,75.1%,3.4,29.5%,22.3
0020900124,New Jersey,2009,2009-11-13,9,86.6,97.4,41.5,10.9,30.6,5.1,5.8,78.9,32.8,41.5%,23.1,17.8,75.7%,3.4,28.5%,21.9
0020900138,New Jersey,2009,2009-11-14,10,85.0,96.3,41.8,10.4,31.3,5.2,5.8,79.6,32.2,40.5%,22.0,17.0,76.7%,3.6,28.6%,21.8
0020900152,New Jersey,2009,2009-11-17,11,84.5,94.8,41.4,10.3,31.1,5.2,5.4,78.6,32.0,40.8%,21.9,16.9,76.7%,3.6,30.2%,21.1
0020900165,New Jersey,2009,2009-11-18,12,84.4,94.5,42.3,10.5,31.7,5.3,5.5,78.7,31.7,40.4%,22.4,17.5,77.8%,3.4,28.2%,21.3
0020900183,New Jersey,2009,2009-11-21,13,84.4,94.8,42.5,11.0,31.5,5.3,6.2,78.7,31.6,40.2%,22.6,17.9,78.6%,3.3,27.8%,20.7
0020900205,New Jersey,2009,2009-11-24,14,84.9,95.1,42.7,11.2,31.5,5.4,6.1,79.5,32.0,40.3%,22.3,17.5,77.8%,3.4,27.4%,20.7
0020900218,New Jersey,2009,2009-11-25,15,85.1,95.5,42.3,10.9,31.4,5.6,6.6,79.0,31.7,40.2%,23.3,18.1,77.4%,3.5,27.2%,21.2
0020900233,New Jersey,2009,2009-11-27,16,84.9,95.3,42.1,11.2,30.9,5.5,6.8,79.1,32.0,40.5%,22.7,17.6,77.0%,3.3,26.5%,21.4
0020900248,New Jersey,2009,2009-11-29,17,85.6,96.2,41.9,11.5,30.4,5.5,6.8,80.1,32.3,40.3%,22.9,17.9,77.3%,3.3,26.2%,21.6
0020900263,New Jersey,2009,2009-12-02,18,85.7,96.8,41.6,11.4,30.2,5.4,6.9,80.0,32.4,40.5%,22.8,17.6,76.9%,3.4,27.1%,21.2
0020900277,New Jersey,2009,2009-12-04,19,86.6,97.9,40.9,11.2,29.7,5.2,7.2,79.8,32.4,40.7%,23.3,18.2,77.3%,3.5,27.5%,20.9
0020900291,New Jersey,2009,2009-12-06,20,87.1,97.5,40.8,11.1,29.7,5.3,7.3,80.2,32.5,40.6%,23.6,18.5,77.6%,3.6,27.8%,21.1
0020900303,New Jersey,2009,2009-12-08,21,87.6,98.0,40.4,11.0,29.5,5.4,7.4,80.3,32.9,41.1%,23.2,18.2,77.7%,3.7,28.0%,21.3
0020900311,New Jersey,2009,2009-12-09,22,88.3,98.1,40.3,11.0,29.4,5.6,7.7,80.4,33.1,41.2%,23.4,18.4,78.1%,3.6,27.4%,21.2
0020900320,New Jersey,2009,2009-12-11,23,88.4,98.4,40.5,11.1,29.4,5.5,7.8,80.4,33.2,41.3%,23.6,18.5,77.7%,3.5,26.6%,21.3
0020900340,New Jersey,2009,2009-12-13,24,88.5,98.8,40.5,11.4,29.1,5.6,8.1,80.8,33.2,41.1%,23.9,18.7,77.6%,3.5,26.4%,21.1
0020900352,New Jersey,2009,2009-12-15,25,89.3,100.1,40.4,11.3,29.1,5.6,8.1,81.1,33.6,41.5%,23.7,18.5,77.4%,3.5,27.4%,21.1
0020900362,New Jersey,2009,2009-12-16,26,89.2,100.0,40.2,11.5,28.8,5.4,8.0,80.9,33.5,41.4%,23.9,18.7,77.6%,3.6,27.4%,21.1
0020900373,New Jersey,2009,2009-12-18,27,89.3,100.3,40.0,11.5,28.5,5.3,7.9,80.9,33.5,41.5%,24.1,18.7,77.3%,3.5,27.0%,21.1
0020900388,New Jersey,2009,2009-12-19,28,89.6,101.0,39.8,11.5,28.3,5.2,7.9,80.7,33.6,41.6%,24.0,18.8,77.8%,3.6,27.0%,20.9
0020900417,New Jersey,2009,2009-12-23,29,89.4,101.1,39.8,11.5,28.3,5.3,7.8,80.8,33.5,41.5%,24.1,18.8,77.6%,3.6,27.0%,20.8
0020900431,New Jersey,2009,2009-12-26,30,89.7,101.1,39.7,11.4,28.3,5.3,7.7,80.7,33.5,41.6%,24.3,18.9,77.5%,3.8,27.9%,20.6
